"filename", "language", "C++", "YAML", "Markdown", "C", "CSS", "HTML", "XML", "SCSS", "GLSL", "Python", "ShaderLab", "Objective-C", "Shell Script", "Batch", "Objective-C++", "reStructuredText", "CMake", "Makefile", "Java", "Rust", "Docker", "C#", "JavaScript", "HLSL", "comment", "blank", "total"
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\ChecksumImpl.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 90, 27, 202
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\CircularBuffer.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 9, 12, 84
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\CodecBase.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 72, 35, 199
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\Deflater.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 26, 16, 107
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\DotZLib.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 133, 47, 289
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\DotZLib.csproj", "XML", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 142
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\GZipStream.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 97, 33, 302
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\Inflater.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 25, 19, 106
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\dotzlib\DotZLib\UnitTests.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 14, 44, 275
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\infback9\infback9.c", "C", 0, 0, 0, 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 44, 616
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\infback9\infback9.h", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 38
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\infback9\inffix9.h", "C++", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 108
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\infback9\inflate9.h", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 5, 48
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\infback9\inftree9.c", "C", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 28, 325
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\infback9\inftree9.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 7, 62
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\inflate86\inffas86.c", "C", 0, 0, 0, 897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 184, 1158
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream2\zstream.h", "C++", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 40, 308
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream2\zstream_test.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream3\test.cc", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 51
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream3\zfstream.cc", "C++", 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 46, 480
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream3\zfstream.h", "C++", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 56, 467
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream\test.cpp", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 25
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream\zfstream.cpp", "C++", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 106, 330
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\iostream\zfstream.h", "C++", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 129
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\masmx64\bld_ml64.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\masmx64\inffas8664.c", "C", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 20, 187
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\masmx86\bld_ml32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\crypt.h", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 15, 133
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\ioapi.c", "C", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 258
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\ioapi.h", "C++", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 40, 211
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\iowin32.c", "C", 0, 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 67, 468
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\iowin32.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 29
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\miniunz.c", "C", 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 75, 660
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\minizip.c", "C", 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 66, 522
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\mztools.c", "C", 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 26, 292
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\mztools.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 38
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\unzip.c", "C", 0, 0, 0, 1466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 379, 2131
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\unzip.h", "C++", 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 69, 438
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\zip.c", "C", 0, 0, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 375, 2003
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\minizip\zip.h", "C++", 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 46, 368
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\pascal\zlibd32.mak", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 12, 36, 100
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\puff\puff.c", "C", 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 433, 56, 841
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\puff\puff.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 4, 36
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\puff\pufftest.c", "C", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 14, 166
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\testzlib\testzlib.c", "C", 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 42, 276
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\contrib\untgz\untgz.c", "C", 0, 0, 0, 518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 100, 675
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\crc32.c", "C", 0, 0, 0, 778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 110, 1126
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\crc32.h", "C++", 9380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64, 9447
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\deflate.c", "C", 0, 0, 0, 1447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 551, 220, 2218
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\deflate.h", "C++", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 64, 347
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\gzclose.c", "C", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 26
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\gzguts.h", "C++", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 26, 220
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\gzlib.c", "C", 0, 0, 0, 484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 74, 640
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\gzread.c", "C", 0, 0, 0, 443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 79, 651
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\gzwrite.c", "C", 0, 0, 0, 486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 87, 678
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\infback.c", "C", 0, 0, 0, 494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 48, 645
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inffast.c", "C", 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 10, 324
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inffast.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 12
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inffixed.h", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 95
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inflate.c", "C", 0, 0, 0, 1216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296, 84, 1596
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inflate.h", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 6, 127
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inftrees.c", "C", 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 26, 305
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\inftrees.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 7, 63
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\trees.c", "C", 0, 0, 0, 731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 151, 1182
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\trees.h", "C++", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 129
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\uncompr.c", "C", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 94
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\zlib.h", "C++", 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1494, 129, 1936
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\zutil.c", "C", 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 50, 328
"d:\Documents\Cpp\OpenGLEngine\external\assimp\contrib\zlib\zutil.h", "C++", 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 46, 276
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\Fileformats.md", "Markdown", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 92
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\architecture\AnimationOverview.svg", "XML", 0, 0, 0, 0, 0, 0, 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 646
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\architecture\Assimp_Arch_Import.class.violet.html", "HTML", 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 355
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\architecture\Assimp_Arch_export.class.violet.html", "HTML", 0, 0, 0, 0, 0, 645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 649
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\architecture\assimp.object.violet.html", "HTML", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 108
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\architecture\assimp_usecase.ucase.violet.html", "HTML", 0, 0, 0, 0, 0, 875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 876
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\architecture\process.class.violet.html", "HTML", 0, 0, 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 338
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\datastructure.xml", "XML", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 128
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\dox.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1627, 21, 1648
"d:\Documents\Cpp\OpenGLEngine\external\assimp\doc\dox_cmd.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 551, 15, 566
"d:\Documents\Cpp\OpenGLEngine\external\assimp\fuzz\assimp_fuzzer.cc", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 9, 69
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\AssertHandler.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 11, 80
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Base64.hpp", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 13, 93
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\BaseImporter.h", "C++", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 39, 412
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Bitmap.h", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 17, 134
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\BlobIOSystem.h", "C++", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 58, 324
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\ByteSwapper.h", "C++", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 37, 291
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\ColladaMetaData.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 57
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Compiler\poppack1.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 23
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Compiler\pstdint.h", "C++", 597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259, 57, 913
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Compiler\pushpack1.h", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 44
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\CreateAnimMesh.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 9, 78
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\DefaultIOStream.h", "C++", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 21, 140
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\DefaultIOSystem.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 15, 100
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\DefaultLogger.hpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 30, 194
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Exceptional.h", "C++", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 20, 183
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Exporter.hpp", "C++", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 331, 62, 510
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\GenericProperty.h", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 18, 134
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\GltfMaterial.h", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 9, 75
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Hash.h", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 13, 124
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\IOStream.hpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 16, 132
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\IOStreamBuffer.h", "C++", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 55, 350
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\IOSystem.hpp", "C++", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 47, 334
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\Importer.hpp", "C++", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 503, 68, 684
"d:\Documents\Cpp\OpenGLEngine\external\assimp\include\assimp\LineSplitter.h", "C++", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 46, 279
